reference,window,set,acc,ci_lo,ci_hi,n_above_null,n_subj,wilcoxon_p,cohens_d,bf01,perm_p,excess_ratio,radial_r,ap_coef,midline_rho,joint_acc,perm_p_fdr
mastoid,prestim_-0.50_to_0.00s,FRONT-5,0.3678571428571429,0.3485714285714286,0.38726190476190475,35,35,2.9103830456733704e-11,2.812597221003325,1.2916367965535241e-15,0.000999000999000999,1.349188018765789,-0.7025340762651192,0.0047807873746684715,0.9523809523809524,0.2807142857142857,True
mastoid,prestim_-0.50_to_0.00s,FRONT-5-local,0.3227380952380952,0.30154761904761906,0.3447619047619048,35,35,2.9103830456733704e-11,1.851381734116204,1.315830043038531e-10,0.000999000999000999,1.349188018765789,-0.7025340762651192,0.0047807873746684715,0.9523809523809524,0.2807142857142857,True
mastoid,prestim_-0.50_to_0.00s,OCC-9,0.3385714285714286,0.321547619047619,0.3566666666666667,35,35,2.9103830456733704e-11,2.580209488168023,1.5730285993550587e-14,0.000999000999000999,1.349188018765789,-0.7025340762651192,0.0047807873746684715,0.9523809523809524,0.2807142857142857,True
mastoid,prestim_-0.50_to_0.00s,OCC-9-local,0.2819047619047619,0.2669047619047619,0.2966666666666667,33,35,1.4551915228366852e-10,1.7883341108533646,3.1630770752755674e-10,0.000999000999000999,1.349188018765789,-0.7025340762651192,0.0047807873746684715,0.9523809523809524,0.2807142857142857,True
mastoid,prestim_-0.50_to_0.00s,RIM-4,0.2869047619047619,0.2735714285714286,0.3009523809523809,35,35,2.9103830456733704e-11,2.0743731335331534,6.7246788937012476e-12,0.000999000999000999,1.349188018765789,-0.7025340762651192,0.0047807873746684715,0.9523809523809524,0.2807142857142857,True
mastoid,prestimTRIM_-0.50_to_-0.10s,FRONT-5,0.3717857142857143,0.3514285714285714,0.3920238095238095,35,35,2.9103830456733704e-11,2.746932390994477,2.5749414379031767e-15,0.000999000999000999,1.3338252796953105,-0.6948754898884176,0.0032628698917059606,0.9761904761904763,0.2752380952380952,True
mastoid,prestimTRIM_-0.50_to_-0.10s,FRONT-5-local,0.31952380952380954,0.2980952380952381,0.3416666666666667,35,35,2.9103830456733704e-11,1.7866291770997131,3.2397254851303553e-10,0.000999000999000999,1.3338252796953105,-0.6948754898884176,0.0032628698917059606,0.9761904761904763,0.2752380952380952,True
mastoid,prestimTRIM_-0.50_to_-0.10s,OCC-9,0.3385714285714286,0.321547619047619,0.3564285714285715,35,35,2.9103830456733704e-11,2.5963228852340072,1.315661180419325e-14,0.000999000999000999,1.3338252796953105,-0.6948754898884176,0.0032628698917059606,0.9761904761904763,0.2752380952380952,True
mastoid,prestimTRIM_-0.50_to_-0.10s,OCC-9-local,0.2869047619047619,0.2732142857142857,0.30036011904761883,35,35,2.9103830456733704e-11,2.0817618634260953,6.114094443520422e-12,0.000999000999000999,1.3338252796953105,-0.6948754898884176,0.0032628698917059606,0.9761904761904763,0.2752380952380952,True
mastoid,prestimTRIM_-0.50_to_-0.10s,RIM-4,0.29738095238095236,0.2829761904761905,0.3122619047619048,35,35,2.9103830456733704e-11,2.182268147129353,1.7099635536813382e-12,0.000999000999000999,1.3338252796953105,-0.6948754898884176,0.0032628698917059606,0.9761904761904763,0.2752380952380952,True
