reference,window,set,acc,ci_lo,ci_hi,n_above_null,n_subj,wilcoxon_p,cohens_d,bf01,perm_p,excess_ratio,radial_r,ap_coef,midline_rho,joint_acc
vertex,late_1.14_to_2.64s,FRONT-5-local,0.24059523809523808,0.2311904761904762,0.2503571428571429,32,35,4.394941755918107e-07,1.375953104094495,1.4565595315111315e-07,nan,1.7686249193027759,0.6803350923667466,0.0063169620268894375,0.09523809523809526,0.29
vertex,late_1.14_to_2.64s,OCC-9,0.21714285714285714,0.20642857142857143,0.2288095238095238,22,35,0.009332717155813757,0.4994120516220533,0.14348416158236676,nan,1.7686249193027759,0.6803350923667466,0.0063169620268894375,0.09523809523809526,0.29
vertex,late_1.14_to_2.64s,OCC-9-local,0.21202380952380953,0.2030952380952381,0.22154761904761902,25,35,0.012932320710945461,0.4239139197099818,0.36775362099779546,nan,1.7686249193027759,0.6803350923667466,0.0063169620268894375,0.09523809523809526,0.29
vertex,late_1.14_to_2.64s,RIM-4,0.24845238095238095,0.2380952380952381,0.2592857142857143,31,35,3.4994804292160586e-07,1.4859615841822682,2.6582182344399055e-08,nan,1.7686249193027759,0.6803350923667466,0.0063169620268894375,0.09523809523809526,0.29
average,prestim_-0.50_to_0.00s,FRONT-5,0.33226190476190476,0.31214285714285717,0.35297916666666646,35,35,1.2333728580906686e-07,2.103214532284765,4.64325687524066e-12,nan,1.5118483412322279,0.5205921140369139,0.010964795884311263,0.4285714285714286,0.2830952380952381
average,prestim_-0.50_to_0.00s,FRONT-5-local,0.3227380952380952,0.30154761904761906,0.3447619047619048,35,35,1.2293869892543866e-07,1.8540373320928072,1.268557029905027e-10,nan,1.5118483412322279,0.5205921140369139,0.010964795884311263,0.4285714285714286,0.2830952380952381
average,prestim_-0.50_to_0.00s,OCC-9,0.30904761904761907,0.29309523809523813,0.32523809523809527,34,35,1.8148219024555192e-07,2.2042683646834194,1.3003583364167363e-12,nan,1.5118483412322279,0.5205921140369139,0.010964795884311263,0.4285714285714286,0.2830952380952381
average,prestim_-0.50_to_0.00s,OCC-9-local,0.2819047619047619,0.2669047619047619,0.2966666666666667,33,35,1.7442705095611083e-07,1.7822785800028043,3.444022840052787e-10,nan,1.5118483412322279,0.5205921140369139,0.010964795884311263,0.4285714285714286,0.2830952380952381
average,prestim_-0.50_to_0.00s,RIM-4,0.36142857142857143,0.3439285714285715,0.37892857142857145,35,35,1.2288184818173672e-07,2.991516378667415,2.0966797555294654e-16,nan,1.5118483412322279,0.5205921140369139,0.010964795884311263,0.4285714285714286,0.2830952380952381
average,prestimTRIM_-0.50_to_-0.10s,FRONT-5,0.33535714285714285,0.31464285714285717,0.35583333333333333,35,35,1.2333728580906686e-07,2.134857274097077,3.10413180188949e-12,nan,1.503073119039209,0.564660089306873,0.011359497350951792,0.4285714285714286,0.2788095238095238
average,prestimTRIM_-0.50_to_-0.10s,FRONT-5-local,0.31952380952380954,0.2980952380952381,0.3416666666666667,35,35,1.2316632742608505e-07,1.7875721831709002,3.197099512858047e-10,nan,1.503073119039209,0.564660089306873,0.011359497350951792,0.4285714285714286,0.2788095238095238
average,prestimTRIM_-0.50_to_-0.10s,OCC-9,0.30738095238095237,0.2910714285714286,0.3239285714285715,34,35,1.811266965192496e-07,2.1200481614990014,3.746113041036643e-12,nan,1.503073119039209,0.564660089306873,0.011359497350951792,0.4285714285714286,0.2788095238095238
average,prestimTRIM_-0.50_to_-0.10s,OCC-9-local,0.2869047619047619,0.2732142857142857,0.30036011904761883,34,35,1.8148219024555192e-07,2.0662716774091563,7.466271984991365e-12,nan,1.503073119039209,0.564660089306873,0.011359497350951792,0.4285714285714286,0.2788095238095238
average,prestimTRIM_-0.50_to_-0.10s,RIM-4,0.36214285714285716,0.3438095238095238,0.38011904761904763,35,35,1.228250199759578e-07,2.892301516206326,5.683958351894762e-16,nan,1.503073119039209,0.564660089306873,0.011359497350951792,0.4285714285714286,0.2788095238095238
average,stim_0.14_to_0.64s,FRONT-5,0.28559523809523807,0.27214285714285713,0.299047619047619,35,35,1.228250199759578e-07,2.0650380220773257,7.586329597864724e-12,nan,1.4846034214618986,0.4669777540146455,0.008391160958162051,0.19047619047619052,0.23452380952380952
average,stim_0.14_to_0.64s,FRONT-5-local,0.2639285714285714,0.2498809523809524,0.2785714285714285,34,35,2.06513872162921e-07,1.4355306807095902,5.765683013704268e-08,nan,1.4846034214618986,0.4669777540146455,0.008391160958162051,0.19047619047619052,0.23452380952380952
average,stim_0.14_to_0.64s,OCC-9,0.2625,0.251547619047619,0.2732142857142857,34,35,1.80417491367223e-07,1.883676584925083,8.449018719617061e-11,nan,1.4846034214618986,0.4669777540146455,0.008391160958162051,0.19047619047619052,0.23452380952380952
average,stim_0.14_to_0.64s,OCC-9-local,0.2305952380952381,0.2204761904761905,0.24059523809523808,32,35,1.464907584548038e-05,0.9869790056628344,7.848980445896042e-05,nan,1.4846034214618986,0.4669777540146455,0.008391160958162051,0.19047619047619052,0.23452380952380952
average,stim_0.14_to_0.64s,RIM-4,0.2817857142857143,0.27,0.29345238095238096,35,35,1.2242785298206798e-07,2.261122331555864,6.461281021270296e-13,nan,1.4846034214618986,0.4669777540146455,0.008391160958162051,0.19047619047619052,0.23452380952380952
