reference,window,set,acc,ci_lo,ci_hi,n_above_null,n_subj,wilcoxon_p,cohens_d,bf01,perm_p,excess_ratio,radial_r,ap_coef,midline_rho,joint_acc
vertex,stim_0.14_to_0.64s,FRONT-5,0.25,0.23000000000000004,0.27249999999999996,5,5,0.03125,1.874085142593029,0.17902449573555346,nan,1.3460526315789478,0.2589032419425912,0.005273477902273605,0.523809523809524,0.255
vertex,stim_0.14_to_0.64s,FRONT-5-local,0.23666666666666666,0.22666666666666666,0.24500000000000002,5,5,0.03125,3.171299868414079,0.04550664075159961,nan,1.3460526315789478,0.2589032419425912,0.005273477902273605,0.523809523809524,0.255
vertex,stim_0.14_to_0.64s,OCC-9,0.23083333333333333,0.20249999999999999,0.2625,4,5,0.09375,0.8132359171666875,0.9400656437861963,nan,1.3460526315789478,0.2589032419425912,0.005273477902273605,0.523809523809524,0.255
vertex,stim_0.14_to_0.64s,OCC-9-local,0.22416666666666665,0.20916666666666667,0.24416666666666664,5,5,0.03125,1.0467881696970862,0.6246136703132241,nan,1.3460526315789478,0.2589032419425912,0.005273477902273605,0.523809523809524,0.255
vertex,stim_0.14_to_0.64s,RIM-4,0.25583333333333336,0.23333333333333334,0.2783333333333333,5,5,0.03125,1.9693109822643076,0.1585179648480381,nan,1.3460526315789478,0.2589032419425912,0.005273477902273605,0.523809523809524,0.255
vertex,late_1.14_to_2.64s,FRONT-5,0.22166666666666668,0.20583333333333337,0.2375,4,5,0.0625,1.0462967275106676,0.6251411924889427,nan,3.3979591836734677,0.4061143148249659,0.015291369362136598,0.3333333333333334,0.24166666666666667
vertex,late_1.14_to_2.64s,FRONT-5-local,0.205,0.18833333333333332,0.2225,2,5,0.4375,0.2239960178739319,2.2717274842613513,nan,3.3979591836734677,0.4061143148249659,0.015291369362136598,0.3333333333333334,0.24166666666666667
vertex,late_1.14_to_2.64s,OCC-9,0.20916666666666667,0.18833333333333332,0.2308333333333333,3,5,0.3125,0.3448462250191688,1.9953795802443097,nan,3.3979591836734677,0.4061143148249659,0.015291369362136598,0.3333333333333334,0.24166666666666667
vertex,late_1.14_to_2.64s,OCC-9-local,0.22,0.21000000000000002,0.2308333333333333,5,5,0.03125,1.5029382984914166,0.30002322152751926,nan,3.3979591836734677,0.4061143148249659,0.015291369362136598,0.3333333333333334,0.24166666666666667
vertex,late_1.14_to_2.64s,RIM-4,0.2425,0.20914583333333336,0.2708333333333333,4,5,0.0625,1.0891817982673675,0.5809568632034042,nan,3.3979591836734677,0.4061143148249659,0.015291369362136598,0.3333333333333334,0.24166666666666667
average,prestim_-0.50_to_0.00s,FRONT-5,0.27416666666666667,0.25916666666666666,0.2883333333333334,5,5,0.03125,3.8659129603898053,0.026272271739042403,nan,1.1917241379310344,0.5747753919451553,-0.0016702052975542947,0.30952380952380953,0.24416666666666667
average,prestim_-0.50_to_0.00s,FRONT-5-local,0.24416666666666667,0.21833333333333335,0.26666666666666666,4,5,0.0625,1.4451559902981252,0.3272411491271485,nan,1.1917241379310344,0.5747753919451553,-0.0016702052975542947,0.30952380952380953,0.24416666666666667
average,prestim_-0.50_to_0.00s,OCC-9,0.28833333333333333,0.25,0.32499999999999996,5,5,0.03125,1.8334545867366336,0.18880390469879887,nan,1.1917241379310344,0.5747753919451553,-0.0016702052975542947,0.30952380952380953,0.24416666666666667
average,prestim_-0.50_to_0.00s,OCC-9-local,0.2658333333333333,0.22999999999999998,0.305,5,5,0.03125,1.403682157387797,0.3486738654619821,nan,1.1917241379310344,0.5747753919451553,-0.0016702052975542947,0.30952380952380953,0.24416666666666667
average,prestim_-0.50_to_0.00s,RIM-4,0.3283333333333333,0.2925,0.36,5,5,0.03125,2.947402158983476,0.055545741939663586,nan,1.1917241379310344,0.5747753919451553,-0.0016702052975542947,0.30952380952380953,0.24416666666666667
average,prestimTRIM_-0.50_to_-0.10s,FRONT-5,0.2825,0.2633333333333333,0.29833333333333334,5,5,0.03125,3.762056431098154,0.02835570319880584,nan,1.1809248554913285,0.5845780794708644,-0.0057646486858212165,0.2380952380952381,0.24333333333333335
average,prestimTRIM_-0.50_to_-0.10s,FRONT-5-local,0.25833333333333336,0.2333333333333333,0.2866666666666667,5,5,0.03125,1.6793284028830422,0.23269930691858778,nan,1.1809248554913285,0.5845780794708644,-0.0057646486858212165,0.2380952380952381,0.24333333333333335
average,prestimTRIM_-0.50_to_-0.10s,OCC-9,0.2825,0.25,0.3175,5,5,0.03125,1.9731061715133393,0.15776467021281615,nan,1.1809248554913285,0.5845780794708644,-0.0057646486858212165,0.2380952380952381,0.24333333333333335
average,prestimTRIM_-0.50_to_-0.10s,OCC-9-local,0.26,0.22583333333333333,0.3083333333333333,5,5,0.03125,1.1303247369859846,0.5419072155587091,nan,1.1809248554913285,0.5845780794708644,-0.0057646486858212165,0.2380952380952381,0.24333333333333335
average,prestimTRIM_-0.50_to_-0.10s,RIM-4,0.3308333333333333,0.2958333333333333,0.35833333333333334,5,5,0.03125,3.2595350841780864,0.04220672907766767,nan,1.1809248554913285,0.5845780794708644,-0.0057646486858212165,0.2380952380952381,0.24333333333333335
average,stim_0.14_to_0.64s,FRONT-5,0.24833333333333332,0.2458333333333333,0.25166666666666665,5,5,0.03125,12.969194266018771,0.0007701845113404956,nan,1.68923076923077,0.36816015336716384,0.008087575338645597,0.261904761904762,0.24416666666666667
average,stim_0.14_to_0.64s,FRONT-5-local,0.23666666666666666,0.22666666666666666,0.24500000000000002,5,5,0.03125,3.171299868414079,0.04550664075159961,nan,1.68923076923077,0.36816015336716384,0.008087575338645597,0.261904761904762,0.24416666666666667
average,stim_0.14_to_0.64s,OCC-9,0.24416666666666667,0.21750000000000003,0.2783333333333334,5,5,0.03125,1.121708822746257,0.5498267298391389,nan,1.68923076923077,0.36816015336716384,0.008087575338645597,0.261904761904762,0.24416666666666667
average,stim_0.14_to_0.64s,OCC-9-local,0.22416666666666665,0.20916666666666667,0.24416666666666664,5,5,0.03125,1.0467881696970862,0.6246136703132241,nan,1.68923076923077,0.36816015336716384,0.008087575338645597,0.261904761904762,0.24416666666666667
average,stim_0.14_to_0.64s,RIM-4,0.2525,0.22083333333333335,0.27749999999999997,4,5,0.0625,1.4818402823120587,0.3096239131526765,nan,1.68923076923077,0.36816015336716384,0.008087575338645597,0.261904761904762,0.24416666666666667
average,late_1.14_to_2.64s,FRONT-5,0.22,0.21333333333333332,0.22583333333333333,5,5,0.03125,2.495401175256824,0.08660273557149488,nan,1.0904347826086955,0.4661661681526943,-0.0016763557207290364,0.04761904761904763,0.24666666666666667
average,late_1.14_to_2.64s,FRONT-5-local,0.205,0.18833333333333332,0.2225,2,5,0.4375,0.2239960178739319,2.2717274842613513,nan,1.0904347826086955,0.4661661681526943,-0.0016763557207290364,0.04761904761904763,0.24666666666666667
average,late_1.14_to_2.64s,OCC-9,0.23416666666666666,0.21916666666666665,0.25083333333333335,5,5,0.03125,1.7024323369168406,0.22535082261618625,nan,1.0904347826086955,0.4661661681526943,-0.0016763557207290364,0.04761904761904763,0.24666666666666667
average,late_1.14_to_2.64s,OCC-9-local,0.22,0.21000000000000002,0.2308333333333333,5,5,0.03125,1.5029382984914166,0.30002322152751926,nan,1.0904347826086955,0.4661661681526943,-0.0016763557207290364,0.04761904761904763,0.24666666666666667
