reference,window,channel,x,y,dist_cz,row_acc,col_acc,pattern,row_p,col_p,row_null_mean,row_p_fdr,col_p_fdr
average,prestimTRIM_-0.50_to_-0.10s,FC5,-0.4486894406361628,0.17223573916038115,0.4806114480352247,0.22738095238095238,0.3430952380952381,0.3319775685906652,0.000999000999000999,0.000999000999000999,0.19981857142857143,True,True
average,prestimTRIM_-0.50_to_-0.10s,FC3,-0.2988471109399219,0.15889982751154078,0.33846528758550026,0.2398809523809524,0.2692857142857143,0.45474518658190205,0.000999000999000999,0.000999000999000999,0.1999197619047619,True,True
average,prestimTRIM_-0.50_to_-0.10s,FC1,-0.15317259329874983,0.15317259329874983,0.21661875882695025,0.2542857142857143,0.2044047619047619,0.5398620968721913,0.000999000999000999,0.000999000999000999,0.19984892857142858,True,True
average,prestimTRIM_-0.50_to_-0.10s,FCz,0.0,0.15569549444767522,0.15569549444767522,0.2701190476190476,0.12595238095238095,0.30185185522735813,0.000999000999000999,0.3936063936063936,0.20022535714285714,True,False
average,prestimTRIM_-0.50_to_-0.10s,FC2,0.15317259329874983,0.15317259329874983,0.21661875882695025,0.26785714285714285,0.19773809523809524,0.4991504846748937,0.000999000999000999,0.000999000999000999,0.20002583333333335,True,True
average,prestimTRIM_-0.50_to_-0.10s,FC4,0.2988471109399219,0.15889982751154078,0.33846528758550026,0.2488095238095238,0.2557142857142857,0.34434662503716196,0.000999000999000999,0.000999000999000999,0.19985166666666668,True,True
average,prestimTRIM_-0.50_to_-0.10s,FC6,0.4486894406361628,0.17223573916038115,0.4806114480352247,0.22047619047619046,0.3423809523809524,0.32804629981637545,0.000999000999000999,0.000999000999000999,0.19989892857142857,True,True
average,prestimTRIM_-0.50_to_-0.10s,FT8,0.5922892699155132,0.19244644966295846,0.622769793137825,0.22857142857142856,0.3569047619047619,0.4777539447524702,0.000999000999000999,0.000999000999000999,0.19999714285714287,True,True
average,prestimTRIM_-0.50_to_-0.10s,T7,-0.622769793137825,3.8133651688594835e-17,0.622769793137825,0.2455952380952381,0.29845238095238097,0.2928095756958416,0.000999000999000999,0.000999000999000999,0.19995249999999998,True,True
average,prestimTRIM_-0.50_to_-0.10s,C5,-0.4670742986901498,2.860005224274434e-17,0.4670742986901498,0.22535714285714287,0.3238095238095238,0.13216603124825888,0.000999000999000999,0.000999000999000999,0.1999132142857143,True,True
average,prestimTRIM_-0.50_to_-0.10s,C3,-0.31139098889535044,1.9067198891700998e-17,0.31139098889535044,0.21738095238095237,0.2720238095238095,0.1421914140745678,0.000999000999000999,0.000999000999000999,0.20000845238095238,True,True
average,prestimTRIM_-0.50_to_-0.10s,C1,-0.15569549444767522,9.533599445850499e-18,0.15569549444767522,0.22535714285714287,0.19940476190476192,0.13986723674810175,0.000999000999000999,0.000999000999000999,0.20013166666666665,True,True
average,prestimTRIM_-0.50_to_-0.10s,Cz,0.0,0.0,0.0,0.22392857142857142,0.12916666666666668,0.13088231452718815,0.000999000999000999,0.11888111888111888,0.2000745238095238,True,False
