reference,window,set,acc,ci_lo,ci_hi,n_above_null,n_subj,wilcoxon_p,cohens_d,bf01,perm_p,excess_ratio,radial_r,ap_coef,midline_rho,joint_acc,perm_p_fdr
csd,stim_0.14_to_0.64s,FRONT-5,0.3022619047619048,0.28464285714285714,0.32035714285714284,35,35,2.9103830456733704e-11,1.8684474500791266,1.0406475277289894e-10,0.000999000999000999,2.168886818816956,0.39910575558102845,0.0237347770495865,-0.2380952380952381,0.23511904761904762,True
csd,stim_0.14_to_0.64s,FRONT-5-local,0.2845238095238095,0.2652380952380952,0.3051190476190475,32,35,4.0745362639427185e-10,1.371820662926055,1.5539874374510904e-07,0.000999000999000999,2.168886818816956,0.39910575558102845,0.0237347770495865,-0.2380952380952381,0.23511904761904762,True
csd,stim_0.14_to_0.64s,OCC-9,0.24928571428571428,0.23857142857142857,0.2601190476190476,34,35,2.0372681319713593e-10,1.4931938107473157,2.3807369528047835e-08,0.000999000999000999,2.168886818816956,0.39910575558102845,0.0237347770495865,-0.2380952380952381,0.23511904761904762,True
csd,stim_0.14_to_0.64s,OCC-9-local,0.23773809523809525,0.22547321428571426,0.25,29,35,8.018105290830135e-07,1.0037570862231653,5.956856643445409e-05,0.000999000999000999,2.168886818816956,0.39910575558102845,0.0237347770495865,-0.2380952380952381,0.23511904761904762,True
csd,stim_0.14_to_0.64s,RIM-4,0.26571428571428574,0.2542857142857143,0.2773809523809524,35,35,2.9103830456733704e-11,1.8628114673369178,1.124341597275231e-10,0.000999000999000999,2.168886818816956,0.39910575558102845,0.0237347770495865,-0.2380952380952381,0.23511904761904762,True
csd,late_1.14_to_2.64s,FRONT-5,0.2867857142857143,0.27345238095238095,0.3003571428571428,34,35,5.820766091346741e-11,2.094560746542459,5.187275131221523e-12,0.000999000999000999,7.110775862068973,0.2970207315507643,0.02094531201184927,-0.07142857142857144,0.3025,True
csd,late_1.14_to_2.64s,FRONT-5-local,0.25226190476190474,0.24178571428571424,0.26262202380952354,34,35,9.604264050722122e-10,1.6227176670669143,3.4223655458919753e-09,0.000999000999000999,7.110775862068973,0.2970207315507643,0.02094531201184927,-0.07142857142857144,0.3025,True
csd,late_1.14_to_2.64s,OCC-9,0.21071428571428572,0.2019047619047619,0.21976190476190474,22,35,0.03767205076292157,0.38741895727726255,0.5578234701880658,0.012987012987012988,7.110775862068973,0.2970207315507643,0.02094531201184927,-0.07142857142857144,0.3025,True
csd,late_1.14_to_2.64s,OCC-9-local,0.2123809523809524,0.20452380952380955,0.2204761904761905,24,35,0.004570430173771456,0.509142508564071,0.12620837785774228,0.003996003996003996,7.110775862068973,0.2970207315507643,0.02094531201184927,-0.07142857142857144,0.3025,True
csd,late_1.14_to_2.64s,RIM-4,0.2226190476190476,0.21321428571428572,0.23178571428571432,26,35,4.9969705287367105e-05,0.791808551025049,0.0018839034032264031,0.000999000999000999,7.110775862068973,0.2970207315507643,0.02094531201184927,-0.07142857142857144,0.3025,True
