reference,window,channel,x,y,dist_cz,row_acc,col_acc,pattern,row_p,col_p,row_null_mean
vertex,prestim_-0.50_to_0.00s,FC1,-0.15317259329874983,0.15317259329874983,0.21661875882695025,0.2480952380952381,0.1992857142857143,0.40972655552372506,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,FCz,0.0,0.15569549444767522,0.15569549444767522,0.2727380952380952,0.13488095238095238,0.7162161868762399,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,FC2,0.15317259329874983,0.15317259329874983,0.21661875882695025,0.25333333333333335,0.18357142857142858,0.3863465200002986,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,FC4,0.2988471109399219,0.15889982751154078,0.33846528758550026,0.23511904761904762,0.22976190476190475,0.18734152367113377,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,FC6,0.4486894406361628,0.17223573916038115,0.4806114480352247,0.2205952380952381,0.2978571428571429,0.23391684525048748,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,FT8,0.5922892699155132,0.19244644966295846,0.622769793137825,0.23035714285714284,0.3117857142857143,0.4151844471820525,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,T7,-0.622769793137825,3.8133651688594835e-17,0.622769793137825,0.2448809523809524,0.265,0.32898419905527737,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,C5,-0.4670742986901498,2.860005224274434e-17,0.4670742986901498,0.2211904761904762,0.2679761904761905,0.16716728224683827,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,C3,-0.31139098889535044,1.9067198891700998e-17,0.31139098889535044,0.22345238095238096,0.2642857142857143,0.19573496273212979,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,C1,-0.15569549444767522,9.533599445850499e-18,0.15569549444767522,0.2373809523809524,0.2301190476190476,0.2447140725770843,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,Cz,0.0,0.0,0.0,0.23202380952380952,0.1294047619047619,0.35060877077975816,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,C2,0.15569549444767522,9.533599445850499e-18,0.15569549444767522,0.23297619047619048,0.23357142857142857,0.2544181416798231,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,C4,0.31139098889535044,1.9067198891700998e-17,0.31139098889535044,0.21071428571428572,0.2702380952380952,0.20273134121779993,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,C6,0.4670742986901498,2.860005224274434e-17,0.4670742986901498,0.22714285714285715,0.2894047619047619,0.3270126062099724,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,T8,0.622769793137825,3.8133651688594835e-17,0.622769793137825,0.23476190476190475,0.2851190476190476,0.543087703726441,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,M1,0.8664628506549251,5.305554783173226e-17,0.8664628506549251,0.3132142857142857,0.17964285714285713,0.9429436387129347,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,TP7,-0.5922892699155132,-0.19244644966295837,0.6227697931378249,0.25166666666666665,0.22714285714285715,0.43193517626683137,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,CP5,-0.4486894406361628,-0.17223573916038112,0.4806114480352247,0.2419047619047619,0.2357142857142857,0.26076778767539166,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,CP3,-0.2988471109399219,-0.15889982751154083,0.33846528758550026,0.23166666666666666,0.2288095238095238,0.268724943912606,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,CP1,-0.15317259329874983,-0.1531725932987498,0.21661875882695023,0.22595238095238096,0.21261904761904762,0.27958065427373635,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,CPZ,1.9067198891700998e-17,-0.15569549444767522,0.15569549444767522,0.22547619047619047,0.1319047619047619,0.2854040790969846,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,CP2,0.15317259329874983,-0.1531725932987498,0.21661875882695023,0.22607142857142856,0.22380952380952382,0.2716246230128605,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,CP4,0.2988471109399219,-0.15889982751154083,0.33846528758550026,0.23345238095238094,0.23976190476190476,0.3271535466769828,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,CP6,0.4486894406361628,-0.17223573916038112,0.4806114480352247,0.24166666666666667,0.24583333333333332,0.4132745494460796,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,TP8,0.5922892699155132,-0.19244644966295837,0.6227697931378249,0.25642857142857145,0.24297619047619048,0.5930200491650548,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,M2,-0.8664628506549251,5.305554783173226e-17,0.8664628506549251,0.31452380952380954,0.1825,0.9702113052721989,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,P7,-0.5038313462318709,-0.3660548999796477,0.6227697931378249,0.275,0.18035714285714285,0.4851045206014313,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,P5,-0.3831644926704491,-0.33307981188050406,0.5076979313782504,0.25523809523809526,0.18333333333333332,0.3652796675470717,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,P3,-0.2555991277378157,-0.31563863605626796,0.4061510343108748,0.25214285714285717,0.18535714285714286,0.43332745483218293,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,P1,-0.12679132837194132,-0.3138195499805803,0.33846528758550026,0.23952380952380953,0.16273809523809524,0.4119787851651456,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,PZ,3.8134397783401996e-17,-0.31139098889535044,0.31139098889535044,0.2530952380952381,0.14833333333333334,0.32109593031429695,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,P2,0.12679132837194132,-0.3138195499805803,0.33846528758550026,0.25333333333333335,0.17392857142857143,0.421837748633145,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,P4,0.2555991277378157,-0.31563863605626796,0.4061510343108748,0.25166666666666665,0.19,0.41340943943514924,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,P6,0.3831644926704491,-0.33307981188050406,0.5076979313782504,0.25726190476190475,0.19952380952380952,0.4535650849377888,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,P8,0.5038313462318709,-0.3660548999796477,0.6227697931378249,0.27166666666666667,0.20023809523809524,0.528510311854281,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,PO7,-0.3660548999796478,-0.5038313462318709,0.622769793137825,0.2720238095238095,0.16285714285714287,0.5787860544747337,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,PO5,-0.3202971422372838,-0.4408511957539812,0.5449220459139874,0.2698809523809524,0.16166666666666665,0.6027036471064816,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,PO3,-0.19572631237744492,-0.46110229606836256,0.500923264379275,0.2625,0.1529761904761905,0.5952633245866548,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,POz,5.720010448548868e-17,-0.4670742986901498,0.4670742986901498,0.2625,0.14214285714285715,0.48859184752343515,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,PO4,0.19572631237744492,-0.46110229606836256,0.500923264379275,0.2604761904761905,0.15857142857142856,0.5344873175077328,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,PO6,0.3202971422372838,-0.4408511957539812,0.5449220459139874,0.2669047619047619,0.16238095238095238,0.4712187413966634,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,PO8,0.3660548999796478,-0.5038313462318709,0.622769793137825,0.27071428571428574,0.16797619047619047,0.4678698754297821,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,CB1,-0.6222539674441618,-0.6222539674441617,0.88,0.2892857142857143,0.13964285714285715,0.5958443741983963,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,O1,-0.19244644966295849,-0.5922892699155132,0.622769793137825,0.2810714285714286,0.14273809523809525,0.5800202321366507,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,Oz,7.626730337718967e-17,-0.622769793137825,0.622769793137825,0.2798809523809524,0.13607142857142857,0.5914370814999289,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,O2,0.19244644966295849,-0.5922892699155132,0.622769793137825,0.2783333333333333,0.14797619047619048,0.596685372592443,nan,nan,nan
vertex,prestim_-0.50_to_0.00s,CB2,0.6222539674441618,-0.6222539674441617,0.88,0.2905952380952381,0.14761904761904762,0.672742109497306,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,FP1,-0.1924464496629584,0.5922892699155132,0.6227697931378249,0.3011904761904762,0.1744047619047619,0.8041508923671081,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,FPZ,0.0,0.622769793137825,0.622769793137825,0.32011904761904764,0.1270238095238095,1.0,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,FP2,0.1924464496629584,0.5922892699155132,0.6227697931378249,0.30714285714285716,0.15928571428571428,0.785593685382179,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,AF3,-0.19572631237744492,0.46110229606836256,0.500923264379275,0.28035714285714286,0.1944047619047619,0.9812151596433715,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,AF4,0.19572631237744492,0.46110229606836256,0.500923264379275,0.2875,0.18,0.8811176568833686,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,F7,-0.5038313462318709,0.36605489997964774,0.6227697931378249,0.21785714285714286,0.3138095238095238,0.35430992079857193,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,F5,-0.38316449267044905,0.3330798118805041,0.5076979313782504,0.22285714285714286,0.2844047619047619,0.36598435431005905,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,F3,-0.2555991277378157,0.31563863605626796,0.4061510343108748,0.24369047619047618,0.2317857142857143,0.47431010773685944,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,F1,-0.12679132837194124,0.31381954998058037,0.3384652875855003,0.2719047619047619,0.18178571428571427,0.6044347260217651,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,FZ,0.0,0.31139098889535044,0.31139098889535044,0.2872619047619048,0.13154761904761905,0.995378213888999,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,F2,0.12679132837194124,0.31381954998058037,0.3384652875855003,0.27666666666666667,0.1605952380952381,0.7169794116285811,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,F4,0.2555991277378157,0.31563863605626796,0.4061510343108748,0.2479761904761905,0.21821428571428572,0.4844508549752678,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,F6,0.38316449267044905,0.3330798118805041,0.5076979313782504,0.22916666666666666,0.2698809523809524,0.33531792925308196,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,F8,0.5038313462318709,0.36605489997964774,0.6227697931378249,0.21880952380952381,0.31214285714285717,0.3309313829032861,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,FT7,-0.5922892699155132,0.19244644966295846,0.622769793137825,0.22845238095238096,0.28404761904761905,0.23979164261878644,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,FC5,-0.4486894406361628,0.17223573916038115,0.4806114480352247,0.21880952380952381,0.2842857142857143,0.24814361569253157,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,FC3,-0.2988471109399219,0.15889982751154078,0.33846528758550026,0.22952380952380952,0.24214285714285713,0.45540912858926313,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,FC1,-0.15317259329874983,0.15317259329874983,0.21661875882695025,0.24535714285714286,0.1976190476190476,0.43044885842891795,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,FCz,0.0,0.15569549444767522,0.15569549444767522,0.2717857142857143,0.13297619047619047,0.6927249484312329,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,FC2,0.15317259329874983,0.15317259329874983,0.21661875882695025,0.24714285714285714,0.18464285714285714,0.37326249519181387,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,FC4,0.2988471109399219,0.15889982751154078,0.33846528758550026,0.22595238095238096,0.23,0.1797489087095953,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,FC6,0.4486894406361628,0.17223573916038115,0.4806114480352247,0.2130952380952381,0.2963095238095238,0.2854400886384105,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,FT8,0.5922892699155132,0.19244644966295846,0.622769793137825,0.22904761904761906,0.31273809523809526,0.4810804987298806,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,T7,-0.622769793137825,3.8133651688594835e-17,0.622769793137825,0.24571428571428572,0.26666666666666666,0.33483747424599375,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,C5,-0.4670742986901498,2.860005224274434e-17,0.4670742986901498,0.22142857142857142,0.2717857142857143,0.18568976916998156,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,C3,-0.31139098889535044,1.9067198891700998e-17,0.31139098889535044,0.22404761904761905,0.26154761904761903,0.2570204369488099,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,C1,-0.15569549444767522,9.533599445850499e-18,0.15569549444767522,0.23357142857142857,0.23285714285714285,0.28634128283960586,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,Cz,0.0,0.0,0.0,0.23142857142857143,0.12595238095238095,0.3410201178975636,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,C2,0.15569549444767522,9.533599445850499e-18,0.15569549444767522,0.23285714285714285,0.2332142857142857,0.2915128215140624,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,C4,0.31139098889535044,1.9067198891700998e-17,0.31139098889535044,0.21452380952380953,0.2679761904761905,0.23529432536480424,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,C6,0.4670742986901498,2.860005224274434e-17,0.4670742986901498,0.22726190476190475,0.2910714285714286,0.37199208517941795,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,T8,0.622769793137825,3.8133651688594835e-17,0.622769793137825,0.23357142857142857,0.2876190476190476,0.5848855479971813,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,M1,0.8664628506549251,5.305554783173226e-17,0.8664628506549251,0.3136904761904762,0.18392857142857144,0.936809525846914,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,TP7,-0.5922892699155132,-0.19244644966295837,0.6227697931378249,0.25583333333333336,0.22428571428571428,0.4376910540739253,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,CP5,-0.4486894406361628,-0.17223573916038112,0.4806114480352247,0.24702380952380953,0.2388095238095238,0.26869392921032853,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,CP3,-0.2988471109399219,-0.15889982751154083,0.33846528758550026,0.22988095238095238,0.22476190476190477,0.2899515205227966,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,CP1,-0.15317259329874983,-0.1531725932987498,0.21661875882695023,0.22714285714285715,0.21,0.25486044631819,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,CPZ,1.9067198891700998e-17,-0.15569549444767522,0.15569549444767522,0.21833333333333332,0.12761904761904763,0.2424276479761345,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,CP2,0.15317259329874983,-0.1531725932987498,0.21661875882695023,0.2226190476190476,0.21714285714285714,0.29215416484929485,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,CP4,0.2988471109399219,-0.15889982751154083,0.33846528758550026,0.23107142857142857,0.2342857142857143,0.34960717473629344,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,CP6,0.4486894406361628,-0.17223573916038112,0.4806114480352247,0.24154761904761904,0.24571428571428572,0.44158902223888385,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,TP8,0.5922892699155132,-0.19244644966295837,0.6227697931378249,0.25083333333333335,0.23642857142857143,0.6395293570880048,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,M2,-0.8664628506549251,5.305554783173226e-17,0.8664628506549251,0.31166666666666665,0.18476190476190477,0.9902235835090414,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,P7,-0.5038313462318709,-0.3660548999796477,0.6227697931378249,0.27,0.17547619047619048,0.49060709983082645,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,P5,-0.3831644926704491,-0.33307981188050406,0.5076979313782504,0.25642857142857145,0.18023809523809523,0.37694525923080074,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,P3,-0.2555991277378157,-0.31563863605626796,0.4061510343108748,0.25047619047619046,0.1792857142857143,0.43930701276581136,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,P1,-0.12679132837194132,-0.3138195499805803,0.33846528758550026,0.23892857142857143,0.15333333333333332,0.3929678157681787,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,PZ,3.8134397783401996e-17,-0.31139098889535044,0.31139098889535044,0.2525,0.13702380952380952,0.29233022350252125,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,P2,0.12679132837194132,-0.3138195499805803,0.33846528758550026,0.24976190476190477,0.1719047619047619,0.4186217247042752,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,P4,0.2555991277378157,-0.31563863605626796,0.4061510343108748,0.25273809523809526,0.19095238095238096,0.42989729836612467,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,P6,0.3831644926704491,-0.33307981188050406,0.5076979313782504,0.25761904761904764,0.19666666666666666,0.482684924190028,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,P8,0.5038313462318709,-0.3660548999796477,0.6227697931378249,0.2751190476190476,0.1944047619047619,0.5579434978798178,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,PO7,-0.3660548999796478,-0.5038313462318709,0.622769793137825,0.2717857142857143,0.15488095238095237,0.59244149956469,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,PO5,-0.3202971422372838,-0.4408511957539812,0.5449220459139874,0.2683333333333333,0.15595238095238095,0.6147613072797306,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,PO3,-0.19572631237744492,-0.46110229606836256,0.500923264379275,0.26107142857142857,0.14785714285714285,0.604085497873041,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,POz,5.720010448548868e-17,-0.4670742986901498,0.4670742986901498,0.26011904761904764,0.135,0.4854878627227237,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,PO4,0.19572631237744492,-0.46110229606836256,0.500923264379275,0.2652380952380952,0.14869047619047618,0.5442091498674307,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,PO6,0.3202971422372838,-0.4408511957539812,0.5449220459139874,0.26654761904761903,0.15630952380952381,0.4903946274904155,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,PO8,0.3660548999796478,-0.5038313462318709,0.622769793137825,0.27226190476190476,0.1632142857142857,0.49214035819560964,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,CB1,-0.6222539674441618,-0.6222539674441617,0.88,0.2889285714285714,0.1286904761904762,0.6101363827316265,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,O1,-0.19244644966295849,-0.5922892699155132,0.622769793137825,0.2770238095238095,0.13797619047619047,0.5897551099788771,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,Oz,7.626730337718967e-17,-0.622769793137825,0.622769793137825,0.2792857142857143,0.12857142857142856,0.5910364473552636,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,O2,0.19244644966295849,-0.5922892699155132,0.622769793137825,0.2791666666666667,0.14404761904761904,0.6094390914980554,nan,nan,nan
vertex,prestimTRIM_-0.50_to_-0.10s,CB2,0.6222539674441618,-0.6222539674441617,0.88,0.2895238095238095,0.1367857142857143,0.6945737715021927,nan,nan,nan
vertex,stim_0.14_to_0.64s,FP1,-0.1924464496629584,0.5922892699155132,0.6227697931378249,0.25821428571428573,nan,0.23613631572253244,nan,nan,nan
vertex,stim_0.14_to_0.64s,FPZ,0.0,0.622769793137825,0.622769793137825,0.2714285714285714,nan,0.33109927240996245,nan,nan,nan
vertex,stim_0.14_to_0.64s,FP2,0.1924464496629584,0.5922892699155132,0.6227697931378249,0.2661904761904762,nan,0.27203004284902343,nan,nan,nan
vertex,stim_0.14_to_0.64s,AF3,-0.19572631237744492,0.46110229606836256,0.500923264379275,0.24571428571428572,nan,0.32099933982588164,nan,nan,nan
vertex,stim_0.14_to_0.64s,AF4,0.19572631237744492,0.46110229606836256,0.500923264379275,0.25107142857142856,nan,0.3578779499264669,nan,nan,nan
vertex,stim_0.14_to_0.64s,F7,-0.5038313462318709,0.36605489997964774,0.6227697931378249,0.2138095238095238,nan,0.4784109297833449,nan,nan,nan
vertex,stim_0.14_to_0.64s,F5,-0.38316449267044905,0.3330798118805041,0.5076979313782504,0.2144047619047619,nan,0.42652306348529195,nan,nan,nan
vertex,stim_0.14_to_0.64s,F3,-0.2555991277378157,0.31563863605626796,0.4061510343108748,0.22845238095238096,nan,0.35627717583298624,nan,nan,nan
vertex,stim_0.14_to_0.64s,F1,-0.12679132837194124,0.31381954998058037,0.3384652875855003,0.23726190476190476,nan,0.39376475979627656,nan,nan,nan
vertex,stim_0.14_to_0.64s,FZ,0.0,0.31139098889535044,0.31139098889535044,0.24726190476190477,nan,0.4453684538940944,nan,nan,nan
vertex,stim_0.14_to_0.64s,F2,0.12679132837194124,0.31381954998058037,0.3384652875855003,0.2392857142857143,nan,0.5081928961642386,nan,nan,nan
vertex,stim_0.14_to_0.64s,F4,0.2555991277378157,0.31563863605626796,0.4061510343108748,0.23345238095238094,nan,0.3492305431953567,nan,nan,nan
vertex,stim_0.14_to_0.64s,F6,0.38316449267044905,0.3330798118805041,0.5076979313782504,0.21535714285714286,nan,0.3272996915292057,nan,nan,nan
vertex,stim_0.14_to_0.64s,F8,0.5038313462318709,0.36605489997964774,0.6227697931378249,0.2230952380952381,nan,0.33348545415778896,nan,nan,nan
vertex,stim_0.14_to_0.64s,FT7,-0.5922892699155132,0.19244644966295846,0.622769793137825,0.2175,nan,0.4386859413757568,nan,nan,nan
vertex,stim_0.14_to_0.64s,FC5,-0.4486894406361628,0.17223573916038115,0.4806114480352247,0.21595238095238095,nan,0.484692207219977,nan,nan,nan
vertex,stim_0.14_to_0.64s,FC3,-0.2988471109399219,0.15889982751154078,0.33846528758550026,0.22154761904761905,nan,0.48231899590953164,nan,nan,nan
vertex,stim_0.14_to_0.64s,FC1,-0.15317259329874983,0.15317259329874983,0.21661875882695025,0.22857142857142856,nan,0.47722356446323844,nan,nan,nan
vertex,stim_0.14_to_0.64s,FCz,0.0,0.15569549444767522,0.15569549444767522,0.2330952380952381,nan,0.48232914579779407,nan,nan,nan
vertex,stim_0.14_to_0.64s,FC2,0.15317259329874983,0.15317259329874983,0.21661875882695025,0.22654761904761905,nan,0.4880024246440898,nan,nan,nan
vertex,stim_0.14_to_0.64s,FC4,0.2988471109399219,0.15889982751154078,0.33846528758550026,0.21047619047619048,nan,0.38173136959923265,nan,nan,nan
vertex,stim_0.14_to_0.64s,FC6,0.4486894406361628,0.17223573916038115,0.4806114480352247,0.20833333333333334,nan,0.33449110568681883,nan,nan,nan
vertex,stim_0.14_to_0.64s,FT8,0.5922892699155132,0.19244644966295846,0.622769793137825,0.2255952380952381,nan,0.3788835436997607,nan,nan,nan
vertex,stim_0.14_to_0.64s,T7,-0.622769793137825,3.8133651688594835e-17,0.622769793137825,0.23583333333333334,nan,0.4606465953856225,nan,nan,nan
vertex,stim_0.14_to_0.64s,C5,-0.4670742986901498,2.860005224274434e-17,0.4670742986901498,0.2230952380952381,nan,0.4042381456732524,nan,nan,nan
vertex,stim_0.14_to_0.64s,C3,-0.31139098889535044,1.9067198891700998e-17,0.31139098889535044,0.21345238095238095,nan,0.6115377082131336,nan,nan,nan
vertex,stim_0.14_to_0.64s,C1,-0.15569549444767522,9.533599445850499e-18,0.15569549444767522,0.21833333333333332,nan,0.7412072493620979,nan,nan,nan
vertex,stim_0.14_to_0.64s,Cz,0.0,0.0,0.0,0.225,nan,0.2937462142443418,nan,nan,nan
vertex,stim_0.14_to_0.64s,C2,0.15569549444767522,9.533599445850499e-18,0.15569549444767522,0.2154761904761905,nan,0.49110784314017286,nan,nan,nan
vertex,stim_0.14_to_0.64s,C4,0.31139098889535044,1.9067198891700998e-17,0.31139098889535044,0.19273809523809524,nan,0.4061333962631689,nan,nan,nan
vertex,stim_0.14_to_0.64s,C6,0.4670742986901498,2.860005224274434e-17,0.4670742986901498,0.2286904761904762,nan,0.28232656799187483,nan,nan,nan
vertex,stim_0.14_to_0.64s,T8,0.622769793137825,3.8133651688594835e-17,0.622769793137825,0.23452380952380952,nan,0.4704398440689363,nan,nan,nan
