reference,window,channel,x,y,dist_from_cz,row_acc,col_acc,activation_pattern
average,pre-stim_-0.50_to_0.00s,FP2,0.1924464496629584,0.5922892699155132,0.6227697931378249,0.32345238095238094,0.16416666666666666,0.5983140503451237
average,pre-stim_-0.50_to_0.00s,AF3,-0.19572631237744492,0.46110229606836256,0.500923264379275,0.29285714285714287,0.20083333333333334,0.9556173260698956
average,pre-stim_-0.50_to_0.00s,AF4,0.19572631237744492,0.46110229606836256,0.500923264379275,0.3028571428571429,0.19071428571428573,1.0
average,pre-stim_-0.50_to_0.00s,F7,-0.5038313462318709,0.36605489997964774,0.6227697931378249,0.21916666666666668,0.34833333333333333,0.25128032868234057
average,pre-stim_-0.50_to_0.00s,F5,-0.38316449267044905,0.3330798118805041,0.5076979313782504,0.2276190476190476,0.3175,0.35226025068980094
average,pre-stim_-0.50_to_0.00s,F3,-0.2555991277378157,0.31563863605626796,0.4061510343108748,0.25952380952380955,0.2507142857142857,0.5533996899409513
average,pre-stim_-0.50_to_0.00s,F1,-0.12679132837194124,0.31381954998058037,0.3384652875855003,0.2907142857142857,0.18833333333333332,0.7556401800160005
average,pre-stim_-0.50_to_0.00s,FZ,0.0,0.31139098889535044,0.31139098889535044,0.3053571428571429,0.13047619047619047,0.6265055196436503
average,pre-stim_-0.50_to_0.00s,F2,0.12679132837194124,0.31381954998058037,0.3384652875855003,0.30916666666666665,0.17023809523809524,0.908514961130211
average,pre-stim_-0.50_to_0.00s,F4,0.2555991277378157,0.31563863605626796,0.4061510343108748,0.2708333333333333,0.23333333333333334,0.663812854745264
average,pre-stim_-0.50_to_0.00s,F6,0.38316449267044905,0.3330798118805041,0.5076979313782504,0.2386904761904762,0.2985714285714286,0.34960679716523874
average,pre-stim_-0.50_to_0.00s,F8,0.5038313462318709,0.36605489997964774,0.6227697931378249,0.22226190476190477,0.3413095238095238,0.21207256282952125
average,pre-stim_-0.50_to_0.00s,FT7,-0.5922892699155132,0.19244644966295846,0.622769793137825,0.23226190476190475,0.3294047619047619,0.1520345212657724
average,pre-stim_-0.50_to_0.00s,FC5,-0.4486894406361628,0.17223573916038115,0.4806114480352247,0.2305952380952381,0.3398809523809524,0.23885843112239197
average,pre-stim_-0.50_to_0.00s,FC3,-0.2988471109399219,0.15889982751154078,0.33846528758550026,0.2423809523809524,0.26535714285714285,0.4051690819060479
average,pre-stim_-0.50_to_0.00s,FC1,-0.15317259329874983,0.15317259329874983,0.21661875882695025,0.2538095238095238,0.20404761904761906,0.5040363358552273
average,pre-stim_-0.50_to_0.00s,FCz,0.0,0.15569549444767522,0.15569549444767522,0.2758333333333333,0.13333333333333333,0.29329551368639667
average,pre-stim_-0.50_to_0.00s,FC2,0.15317259329874983,0.15317259329874983,0.21661875882695025,0.2729761904761905,0.19916666666666666,0.4860990922419972
average,pre-stim_-0.50_to_0.00s,FC4,0.2988471109399219,0.15889982751154078,0.33846528758550026,0.25142857142857145,0.2567857142857143,0.33252840781362514
average,pre-stim_-0.50_to_0.00s,FC6,0.4486894406361628,0.17223573916038115,0.4806114480352247,0.21773809523809523,0.3455952380952381,0.23623805087546987
average,pre-stim_-0.50_to_0.00s,FT8,0.5922892699155132,0.19244644966295846,0.622769793137825,0.2255952380952381,0.35892857142857143,0.38402722063690586
average,pre-stim_-0.50_to_0.00s,T7,-0.622769793137825,3.8133651688594835e-17,0.622769793137825,0.2438095238095238,0.2985714285714286,0.278183493609257
average,pre-stim_-0.50_to_0.00s,C5,-0.4670742986901498,2.860005224274434e-17,0.4670742986901498,0.2219047619047619,0.3244047619047619,0.09847921681155798
average,pre-stim_-0.50_to_0.00s,C3,-0.31139098889535044,1.9067198891700998e-17,0.31139098889535044,0.22238095238095237,0.2745238095238095,0.1122745062573612
average,pre-stim_-0.50_to_0.00s,C1,-0.15569549444767522,9.533599445850499e-18,0.15569549444767522,0.22071428571428572,0.20023809523809524,0.12948828686243008
average,pre-stim_-0.50_to_0.00s,Cz,0.0,0.0,0.0,0.22166666666666668,0.12833333333333333,0.12610232578929237
average,pre-stim_-0.50_to_0.00s,C2,0.15569549444767522,9.533599445850499e-18,0.15569549444767522,0.2194047619047619,0.19940476190476192,0.11716990378182826
average,pre-stim_-0.50_to_0.00s,C4,0.31139098889535044,1.9067198891700998e-17,0.31139098889535044,0.21904761904761905,0.26857142857142857,0.11858188879837979
average,pre-stim_-0.50_to_0.00s,C6,0.4670742986901498,2.860005224274434e-17,0.4670742986901498,0.22452380952380951,0.33404761904761904,0.37807293484366056
average,pre-stim_-0.50_to_0.00s,T8,0.622769793137825,3.8133651688594835e-17,0.622769793137825,0.2317857142857143,0.3155952380952381,0.5349417913737778
average,pre-stim_-0.50_to_0.00s,M1,0.8664628506549251,5.305554783173226e-17,0.8664628506549251,0.32726190476190475,0.1819047619047619,0.5810798237210472
average,pre-stim_-0.50_to_0.00s,TP7,-0.5922892699155132,-0.19244644966295837,0.6227697931378249,0.25785714285714284,0.24345238095238095,0.4061922819813972
average,pre-stim_-0.50_to_0.00s,CP5,-0.4486894406361628,-0.17223573916038112,0.4806114480352247,0.24428571428571427,0.25595238095238093,0.22006227863601371
average,pre-stim_-0.50_to_0.00s,CP3,-0.2988471109399219,-0.15889982751154083,0.33846528758550026,0.22642857142857142,0.23273809523809524,0.12432818091977325
average,pre-stim_-0.50_to_0.00s,CP1,-0.15317259329874983,-0.1531725932987498,0.21661875882695023,0.21297619047619049,0.16464285714285715,0.07668783451944637
average,pre-stim_-0.50_to_0.00s,CPZ,1.9067198891700998e-17,-0.15569549444767522,0.15569549444767522,0.21345238095238095,0.11964285714285715,0.09370986268326294
average,pre-stim_-0.50_to_0.00s,CP2,0.15317259329874983,-0.1531725932987498,0.21661875882695023,0.21345238095238095,0.16607142857142856,0.06601422630961769
average,pre-stim_-0.50_to_0.00s,CP4,0.2988471109399219,-0.15889982751154083,0.33846528758550026,0.22726190476190475,0.22702380952380952,0.14637017407162065
average,pre-stim_-0.50_to_0.00s,CP6,0.4486894406361628,-0.17223573916038112,0.4806114480352247,0.2367857142857143,0.2702380952380952,0.4450196610792004
average,pre-stim_-0.50_to_0.00s,TP8,0.5922892699155132,-0.19244644966295837,0.6227697931378249,0.2588095238095238,0.2638095238095238,0.6700880851674597
average,pre-stim_-0.50_to_0.00s,M2,-0.8664628506549251,5.305554783173226e-17,0.8664628506549251,0.33154761904761904,0.18619047619047618,0.5837850376442653
average,pre-stim_-0.50_to_0.00s,P7,-0.5038313462318709,-0.3660548999796477,0.6227697931378249,0.2825,0.18392857142857144,0.4670060109505117
average,pre-stim_-0.50_to_0.00s,P5,-0.3831644926704491,-0.33307981188050406,0.5076979313782504,0.2567857142857143,0.18797619047619046,0.33153629594992534
average,pre-stim_-0.50_to_0.00s,P3,-0.2555991277378157,-0.31563863605626796,0.4061510343108748,0.25226190476190474,0.18916666666666668,0.31772736746973723
average,pre-stim_-0.50_to_0.00s,P1,-0.12679132837194132,-0.3138195499805803,0.33846528758550026,0.23726190476190476,0.14904761904761904,0.10498707625230236
average,pre-stim_-0.50_to_0.00s,PZ,3.8134397783401996e-17,-0.31139098889535044,0.31139098889535044,0.25285714285714284,0.13130952380952382,0.12838947794221414
average,pre-stim_-0.50_to_0.00s,P2,0.12679132837194132,-0.3138195499805803,0.33846528758550026,0.24607142857142858,0.15904761904761905,0.11302836938277323
average,pre-stim_-0.50_to_0.00s,P4,0.2555991277378157,-0.31563863605626796,0.4061510343108748,0.25952380952380955,0.1930952380952381,0.34316885894185434
